Year,Mo,Dy,Latitude,Longitude,Max Water Height (m),Deaths,Houses Destroyed,Damage $Mil,Decade,Normalized Max Water Height
684,11.0,29.0,33.917,136.15,3.0,,,,680,0.03333333333333333
799,9.0,18.0,36.58,140.67,2.0,,,,790,0.022222222222222223
887,8.0,2.0,37.92,139.05,4.0,2000.0,,,880,0.044444444444444446
922,,,33.8,136.7,2.0,,,,920,0.022222222222222223
1026,6.0,16.0,34.88,132.43,10.0,1000.0,,,1020,0.1111111111111111
1026,6.0,16.0,34.6167,131.6,10.0,,,,1020,0.1111111111111111
1088,6.0,10.0,39.33,142.0,2.0,,,,1080,0.022222222222222223
1096,12.0,17.0,34.62,137.11,7.0,,,,1090,0.07777777777777778
1096,12.0,17.0,34.717,136.517,5.0,,,,1090,0.05555555555555555
1495,9.0,12.0,35.309,139.55,5.0,,,,1490,0.05555555555555555
1498,9.0,20.0,34.517,136.75,10.0,5000.0,1000.0,,1490,0.1111111111111111
1585,6.0,11.0,38.8,141.5,2.0,,,,1580,0.022222222222222223
1586,7.0,10.0,38.45,141.6,2.0,,,,1580,0.022222222222222223
1586,7.0,10.0,38.72,141.45,2.5,,,,1580,0.027777777777777776
1586,7.0,10.0,,,2.5,,,,1580,0.027777777777777776
1596,9.0,4.0,33.3,131.5,5.0,708.0,,,1590,0.05555555555555555
1596,9.0,4.0,33.2411,131.8722,8.0,,80.0,,1590,0.08888888888888889
1596,9.0,4.0,33.24,131.61,4.0,,,,1590,0.044444444444444446
1596,9.0,4.0,33.42,131.7,8.0,,,,1590,0.08888888888888889
1596,9.0,4.0,33.12,131.8,4.0,,,,1590,0.044444444444444446
1596,9.0,4.0,33.2,131.86,4.0,,,,1590,0.044444444444444446
1603,,,33.7,136.5,2.0,,,,1600,0.022222222222222223
1605,2.0,3.0,33.533,134.3,6.0,350.0,,,1600,0.06666666666666667
1605,2.0,3.0,34.06,134.6,7.0,,,,1600,0.07777777777777778
1605,2.0,3.0,33.3833,134.2167,10.0,50.0,,,1600,0.1111111111111111
1605,2.0,3.0,33.2833,134.15,10.0,400.0,,,1600,0.1111111111111111
1605,2.0,3.0,33.567,134.317,6.0,136.0,,,1600,0.06666666666666667
1605,2.0,3.0,33.5833,134.3667,5.0,100.0,,,1600,0.05555555555555555
1611,12.0,2.0,39.76,141.97,25.0,,,,1610,0.2777777777777778
1611,12.0,2.0,39.467,141.95,25.0,,,,1610,0.2777777777777778
1611,12.0,2.0,38.13,140.87,7.0,,,,1610,0.07777777777777778
1611,12.0,2.0,39.427,142.015,25.0,,,,1610,0.2777777777777778
1611,12.0,2.0,39.65,141.983,9.0,,,,1610,0.1
1611,12.0,2.0,39.117,141.817,9.0,,,,1610,0.1
1611,12.0,2.0,39.03,141.87,7.0,,,,1610,0.07777777777777778
1611,12.0,2.0,37.817,140.983,6.0,,,,1610,0.06666666666666667
1662,10.0,30.0,33.284,131.493,1.0,5.0,,,1660,0.011111111111111112
1662,10.0,30.0,31.88,131.45,5.0,,,,1660,0.05555555555555555
1662,10.0,30.0,32.6,131.67,4.0,,,,1660,0.044444444444444446
1662,10.0,30.0,31.517,131.383,3.0,,,,1660,0.03333333333333333
1670,12.0,17.0,,,2.0,,,,1670,0.022222222222222223
1677,4.0,13.0,39.65,141.983,6.0,,,,1670,0.06666666666666667
1677,11.0,4.0,35.75,140.867,5.0,,,,1670,0.05555555555555555
1677,11.0,4.0,33.1,139.77,4.0,,,,1670,0.044444444444444446
1677,11.0,4.0,35.21617,140.38776,7.0,,,,1670,0.07777777777777778
1677,11.0,4.0,35.133,140.25,8.0,,,,1670,0.08888888888888889
1677,11.0,4.0,36.933,140.9,3.0,80.0,,,1670,0.03333333333333333
1677,11.0,4.0,38.13,140.87,4.0,123.0,490.0,,1670,0.044444444444444446
1677,11.0,4.0,36.97,140.83,2.0,,,,1670,0.022222222222222223
1677,11.0,4.0,36.4833,140.6167,2.0,,,,1670,0.022222222222222223
1677,11.0,4.0,35.25,140.4,4.0,,,,1670,0.044444444444444446
1677,11.0,4.0,35.1833,140.3667,6.0,,,,1670,0.06666666666666667
1677,11.0,4.0,,,6.0,,,,1670,0.06666666666666667
1677,11.0,4.0,36.333,140.59,2.0,,,,1670,0.022222222222222223
1677,11.0,4.0,,,3.0,,,,1670,0.03333333333333333
1677,11.0,4.0,35.347,140.377,5.0,,,,1670,0.05555555555555555
1687,10.0,20.0,38.3,141.5,2.0,,,,1680,0.022222222222222223
1687,10.0,20.0,39.267,141.883,0.5,,,,1680,0.005555555555555556
1687,10.0,20.0,26.167,127.833,0.8,,,,1680,0.008888888888888889
1687,10.0,20.0,38.3,141.0,0.5,,,,1680,0.005555555555555556
1689,,,39.33,142.0,2.0,,,,1680,0.022222222222222223
1700,1.0,27.0,33.717,135.367,5.0,,,,1700,0.05555555555555555
1700,1.0,27.0,39.35,141.917,4.0,,2.0,,1700,0.044444444444444446
1700,1.0,27.0,39.65,141.9667,4.0,,13.0,,1700,0.044444444444444446
1700,1.0,27.0,39.583,141.98,5.0,,,,1700,0.05555555555555555
1700,1.0,27.0,35.0,138.2,5.4,,,,1700,0.060000000000000005
1700,4.0,16.0,34.3,129.3,6.0,1000.0,,,1700,0.06666666666666667
1703,12.0,30.0,34.917,139.817,10.0,,,,1700,0.1111111111111111
1703,12.0,30.0,35.089,139.069,5.0,,,,1700,0.05555555555555555
1703,12.0,30.0,35.1,138.9,8.8,,,,1700,0.09777777777777778
1703,12.0,30.0,34.95,139.95,5.0,28.0,,,1700,0.05555555555555555
1703,12.0,30.0,33.1,139.77,3.0,1.0,,,1700,0.03333333333333333
1703,12.0,30.0,35.6,140.1,5.0,,300.0,,1700,0.05555555555555555
1703,12.0,30.0,35.65,139.8,8.0,,,,1700,0.08888888888888889
1703,12.0,30.0,35.1,140.1,6.1,,,,1700,0.06777777777777777
1703,12.0,30.0,34.81,139.08,6.0,,,,1700,0.06666666666666667
1703,12.0,30.0,35.133,140.25,7.4,,,,1700,0.08222222222222222
1703,12.0,30.0,35.17,140.33,4.0,,,,1700,0.044444444444444446
1703,12.0,30.0,35.15,140.18,6.1,100.0,270.0,,1700,0.06777777777777777
1703,12.0,30.0,35.22,139.72,6.0,,,,1700,0.06666666666666667
1703,12.0,30.0,35.0775,140.10419,7.0,,,,1700,0.07777777777777778
1703,12.0,30.0,35.256,139.16,4.0,230.0,,,1700,0.044444444444444446
1703,12.0,30.0,35.5,139.6,4.0,,,,1700,0.044444444444444446
1703,12.0,30.0,34.783,139.383,10.0,56.0,58.0,,1700,0.1111111111111111
1703,12.0,30.0,34.667,138.95,3.0,37.0,58.0,,1700,0.03333333333333333
1703,12.0,30.0,35.046089,139.073589,5.0,,,,1700,0.05555555555555555
1703,12.0,30.0,35.62,139.73,2.0,,,,1700,0.022222222222222223
1703,12.0,30.0,34.983,139.85,5.6,,,,1700,0.06222222222222222
1703,12.0,30.0,35.7,140.85,4.0,,,,1700,0.044444444444444446
1703,12.0,30.0,35.347,140.377,6.0,,,,1700,0.06666666666666667
1703,12.0,30.0,35.02,139.05,5.0,300.0,,,1700,0.05555555555555555
1703,12.0,30.0,35.54,140.02,10.5,,,,1700,0.11666666666666667
1703,12.0,30.0,35.671,139.889,2.0,,,,1700,0.022222222222222223
1703,12.0,30.0,35.693,139.983,2.0,,,,1700,0.022222222222222223
1703,12.0,30.0,34.6333,138.8833,5.3,,,,1700,0.058888888888888886
1703,12.0,30.0,35.133,139.85,6.5,,,,1700,0.07222222222222222
1703,12.0,30.0,36.333,140.583,7.3,,,,1700,0.0811111111111111
1703,12.0,30.0,35.017,138.883,2.0,,,,1700,0.022222222222222223
1703,12.0,30.0,,,4.0,,,,1700,0.044444444444444446
1703,12.0,30.0,35.1833,140.3667,8.0,,,,1700,0.08888888888888889
1703,12.0,30.0,35.317,139.367,4.0,,,,1700,0.044444444444444446
1703,12.0,30.0,34.6833,139.4333,10.0,,,,1700,0.1111111111111111
1703,12.0,30.0,,,10.0,,,,1700,0.1111111111111111
1703,12.0,30.0,35.6833,139.7833,2.0,,,,1700,0.022222222222222223
1703,12.0,30.0,35.72062,140.86942,5.9,,5.0,,1700,0.06555555555555556
1703,12.0,30.0,35.71018,140.85988,11.7,,,,1700,0.13
1703,12.0,30.0,35.695,140.86236,7.7,,2.0,,1700,0.08555555555555555
1703,12.0,30.0,35.69893,140.85106,10.8,,,,1700,0.12000000000000001
1703,12.0,30.0,35.71167,140.83685,4.8,,1.0,,1700,0.05333333333333333
1707,10.0,28.0,34.3,136.7,11.0,,,,1700,0.12222222222222222
1707,10.0,28.0,33.267,134.167,6.5,,,,1700,0.07222222222222222
1707,10.0,28.0,33.333,133.25,25.7,200.0,,,1700,0.28555555555555556
1707,10.0,28.0,34.63,138.18,5.5,,,,1700,0.06111111111111111
1707,10.0,28.0,34.667,138.95,3.6,,,,1700,0.04
1707,10.0,28.0,33.5,133.567,24.0,704.0,,,1700,0.26666666666666666
1707,10.0,28.0,34.483,136.817,11.5,,,,1700,0.12777777777777777
1707,10.0,28.0,33.51,133.44,20.0,,18000.0,,1700,0.2222222222222222
1711,12.0,20.0,34.333,134.05,2.0,,,,1710,0.022222222222222223
1730,7.0,8.0,38.45,141.45,2.0,,,,1730,0.022222222222222223
1730,7.0,8.0,38.56,141.41,2.0,,,,1730,0.022222222222222223
1730,7.0,8.0,38.8,141.5,2.0,,,,1730,0.022222222222222223
1730,7.0,8.0,38.31,141.03,2.0,,,,1730,0.022222222222222223
1730,7.0,8.0,39.074,141.71,2.0,,,,1730,0.022222222222222223
1730,7.0,8.0,39.067,141.733,2.0,,,,1730,0.022222222222222223
1732,12.0,4.0,35.53,140.42,2.0,,,,1730,0.022222222222222223
1732,,,33.1,139.767,2.0,,,,1730,0.022222222222222223
1741,8.0,29.0,41.51,139.37,10.0,,,,1740,0.1111111111111111
1741,8.0,29.0,38.0,138.5,90.0,,,,1740,1.0
1741,8.0,29.0,42.125,139.987,11.0,,,,1740,0.12222222222222222
1741,8.0,29.0,41.425,140.112,7.0,,,,1740,0.07777777777777778
1741,8.0,29.0,42.127,139.967,11.0,,,,1740,0.12222222222222222
1741,8.0,29.0,42.068,140.065,11.0,,,,1740,0.12222222222222222
1741,8.0,29.0,42.042,140.083,10.0,,,,1740,0.1111111111111111
1741,8.0,29.0,42.0,140.118,4.0,,,,1740,0.044444444444444446
1741,8.0,29.0,41.993,140.122,6.0,,,,1740,0.06666666666666667
1741,8.0,29.0,41.972,140.133,9.0,,,,1740,0.1
1741,8.0,29.0,41.912,140.138,11.0,,,,1740,0.12222222222222222
1741,8.0,29.0,41.902,140.133,8.0,,,,1740,0.08888888888888889
1741,8.0,29.0,41.893,140.137,9.0,,,,1740,0.1
1741,8.0,29.0,41.872,140.125,5.0,,,,1740,0.05555555555555555
1741,8.0,29.0,41.848,140.123,6.0,,,,1740,0.06666666666666667
1741,8.0,29.0,41.807,140.105,3.0,,,,1740,0.03333333333333333
1741,8.0,29.0,41.81,140.088,9.0,,,,1740,0.1
1741,8.0,29.0,41.76,140.063,7.0,,,,1740,0.07777777777777778
1741,8.0,29.0,41.75,140.058,8.0,,,,1740,0.08888888888888889
1741,8.0,29.0,41.74,140.048,10.0,,,,1740,0.1111111111111111
1741,8.0,29.0,41.705,140.022,12.0,,,,1740,0.13333333333333333
1741,8.0,29.0,41.645,139.995,12.0,,,,1740,0.13333333333333333
1741,8.0,29.0,41.627,139.99,34.0,,,,1740,0.37777777777777777
1741,8.0,29.0,41.588,139.982,9.0,,,,1740,0.1
1741,8.0,29.0,41.54,139.993,13.0,,,,1740,0.14444444444444443
1741,8.0,29.0,41.522,140.003,11.0,,,,1740,0.12222222222222222
1741,8.0,29.0,41.492,140.013,8.0,,,,1740,0.08888888888888889
1741,8.0,29.0,41.483,140.02,7.0,,,,1740,0.07777777777777778
1741,8.0,29.0,41.478,140.023,5.0,,,,1740,0.05555555555555555
1741,8.0,29.0,41.46,140.027,16.0,,,,1740,0.17777777777777778
1741,8.0,29.0,41.443,140.043,6.0,,,,1740,0.06666666666666667
1741,8.0,29.0,41.423,140.103,11.0,,,,1740,0.12222222222222222
1741,8.0,29.0,41.427,140.12,14.0,,,,1740,0.15555555555555556
1741,8.0,29.0,41.427,140.127,20.0,,,,1740,0.2222222222222222
1741,8.0,29.0,41.403,140.177,23.0,,,,1740,0.25555555555555554
1741,8.0,29.0,41.443,140.24,3.0,,,,1740,0.03333333333333333
1741,8.0,29.0,41.48,140.26,5.0,,,,1740,0.05555555555555555
1741,8.0,29.0,41.202,140.433,4.0,,,,1740,0.044444444444444446
1741,8.0,29.0,41.133,140.305,6.0,,,,1740,0.06666666666666667
1741,8.0,29.0,41.043,140.322,5.0,,,,1740,0.05555555555555555
1741,8.0,29.0,40.782,140.213,4.0,,,,1740,0.044444444444444446
1741,8.0,29.0,40.743,140.112,4.0,,,,1740,0.044444444444444446
1741,8.0,29.0,40.745,140.103,4.0,,,,1740,0.044444444444444446
1741,8.0,29.0,40.75,140.093,5.0,,,,1740,0.05555555555555555
1741,8.0,29.0,40.768,140.05,5.0,,,,1740,0.05555555555555555
1741,8.0,29.0,40.67,139.947,3.0,,,,1740,0.03333333333333333
1741,8.0,29.0,40.63,139.887,5.0,,,,1740,0.05555555555555555
1741,8.0,29.0,38.32,138.53,5.0,,,,1740,0.05555555555555555
1741,8.0,29.0,38.07,138.45,8.0,,,,1740,0.08888888888888889
1741,8.0,29.0,38.07,138.6,2.0,,,,1740,0.022222222222222223
1741,8.0,29.0,38.02,138.23,4.0,,,,1740,0.044444444444444446
1741,8.0,29.0,37.33,136.75,4.0,,,,1740,0.044444444444444446
1741,8.0,29.0,35.53,135.68,1.0,,,,1740,0.011111111111111112
1741,8.0,29.0,35.02,132.23,2.0,,,,1740,0.022222222222222223
1751,5.0,25.0,39.35,141.917,2.0,,,,1750,0.022222222222222223
1751,5.0,25.0,38.9,141.57,2.0,,,,1750,0.022222222222222223
1751,5.0,25.0,38.271389,141.523611,2.0,,,,1750,0.022222222222222223
1763,1.0,29.0,40.533,141.533,5.0,,1.0,,1760,0.05555555555555555
1763,1.0,29.0,40.183,141.8,5.0,,,,1760,0.05555555555555555
1768,7.0,22.0,26.25,127.31,1.2,,9.0,,1760,0.013333333333333332
1769,8.0,29.0,33.12,131.8,2.5,,,,1760,0.027777777777777776
1769,8.0,29.0,32.967,131.917,2.0,,,,1760,0.022222222222222223
1769,8.0,29.0,32.8,131.933,2.0,,,,1760,0.022222222222222223
1769,8.0,29.0,32.6,131.67,2.0,,,,1760,0.022222222222222223
1771,4.0,24.0,,,56.5,,,,1770,0.6277777777777778
1771,4.0,24.0,,,32.7,,,,1770,0.36333333333333334
1771,4.0,24.0,24.35,124.217,85.4,13486.0,3237.0,,1770,0.948888888888889
1771,4.0,24.0,24.79,125.26,12.0,2548.0,1054.0,,1770,0.13333333333333333
1771,4.0,24.0,,,46.7,,,,1770,0.518888888888889
1771,4.0,24.0,,,44.2,,,,1770,0.49111111111111116
1771,4.0,24.0,,,9.2,,,,1770,0.10222222222222221
1771,4.0,24.0,,,60.0,,,,1770,0.6666666666666666
1771,4.0,24.0,,,32.1,,,,1770,0.3566666666666667
1771,4.0,24.0,,,5.8,,,,1770,0.06444444444444444
1771,4.0,24.0,24.333,124.167,15.0,,,,1770,0.16666666666666666
1789,,,38.3833,141.105,0.6,,,,1780,0.006666666666666666
1791,5.0,13.0,26.167,127.833,1.5,,,,1790,0.016666666666666666
1791,5.0,13.0,26.22,127.75,11.0,,,,1790,0.12222222222222222
1791,5.0,13.0,26.0,126.0,11.0,,,,1790,0.12222222222222222
1791,5.0,13.0,26.2,127.77,11.0,,,,1790,0.12222222222222222
1792,5.0,21.0,,,5.0,,,,1790,0.05555555555555555
1792,5.0,21.0,32.68,130.32,5.0,,,,1790,0.05555555555555555
1792,5.0,21.0,,,6.0,,,,1790,0.06666666666666667
1792,5.0,21.0,32.7,130.3,55.0,,,,1790,0.6111111111111112
1792,5.0,21.0,,,6.5,,,,1790,0.07222222222222222
1792,5.0,21.0,32.65,130.25,4.0,,,,1790,0.044444444444444446
1792,5.0,21.0,,,2.0,,,,1790,0.022222222222222223
1792,5.0,21.0,32.8,130.35,11.0,,,,1790,0.12222222222222222
1792,5.0,21.0,,,3.0,,,,1790,0.03333333333333333
1792,5.0,21.0,32.85,130.14,2.0,,,,1790,0.022222222222222223
1792,5.0,21.0,32.93,130.45,5.7,,,,1790,0.06333333333333334
1792,5.0,21.0,,,7.5,,,,1790,0.08333333333333333
1792,5.0,21.0,,,7.0,,,,1790,0.07777777777777778
1792,5.0,21.0,,,10.0,,,,1790,0.1111111111111111
1792,5.0,21.0,,,11.0,,,,1790,0.12222222222222222
1792,5.0,21.0,32.872,130.308,2.0,,,,1790,0.022222222222222223
1792,5.0,21.0,32.5,130.2,15.0,343.0,,,1790,0.16666666666666666
1792,5.0,21.0,32.61,130.46,22.5,,,,1790,0.25
1792,5.0,21.0,32.8,130.61,14.9,,,,1790,0.16555555555555557
1792,5.0,21.0,32.9,130.5,9.6,,,,1790,0.10666666666666666
1792,5.0,21.0,32.92,130.47,8.6,,,,1790,0.09555555555555555
1792,5.0,21.0,32.81,130.6,4.5,,,,1790,0.05
1792,5.0,21.0,32.83,130.59,23.4,,,,1790,0.26
1792,5.0,21.0,32.815,130.595,14.7,,,,1790,0.16333333333333333
1792,5.0,21.0,32.8,130.61,16.5,,,,1790,0.18333333333333332
1792,5.0,21.0,,,4.7,,,,1790,0.052222222222222225
1792,5.0,21.0,32.78,130.65,3.6,,,,1790,0.04
1792,5.0,21.0,,,4.6,,,,1790,0.05111111111111111
1792,5.0,21.0,,,3.7,,,,1790,0.04111111111111111
1792,5.0,21.0,32.61,130.43,9.9,,,,1790,0.11
1792,5.0,21.0,32.6,130.41,18.0,,,,1790,0.2
1792,5.0,21.0,32.47,130.25,12.3,,,,1790,0.1366666666666667
1793,2.0,8.0,,,1.8,,,,1790,0.02
1793,2.0,17.0,39.017,141.75,3.0,,,,1790,0.03333333333333333
1793,2.0,17.0,39.3,141.9,4.5,,,,1790,0.05
1793,2.0,17.0,39.35,141.917,2.5,13.0,17.0,,1790,0.027777777777777776
1793,2.0,17.0,38.517,141.467,2.5,,,,1790,0.027777777777777776
1793,2.0,17.0,39.467,141.95,3.5,,,,1790,0.03888888888888889
1804,7.0,10.0,39.2167,139.9,1.0,,,,1800,0.011111111111111112
1804,7.0,10.0,38.917,139.85,1.0,,,,1800,0.011111111111111112
1808,8.0,8.0,33.94,134.67,1.5,,,,1800,0.016666666666666666
1810,9.0,25.0,39.9,139.9,1.0,,,,1810,0.011111111111111112
1826,1.0,,27.0939,142.195,6.0,,,,1820,0.06666666666666667
1833,12.0,7.0,38.75,139.733,9.0,15.0,8.0,,1830,0.1
1833,12.0,7.0,41.417,140.1,1.2,,,,1830,0.013333333333333332
1835,7.0,20.0,39.03,141.87,2.5,,,,1830,0.027777777777777776
1835,7.0,20.0,39.0167,141.6333,2.0,,,,1830,0.022222222222222223
1835,7.0,20.0,38.367,141.167,5.0,,,,1830,0.05555555555555555
1843,4.0,25.0,43.0356,144.8525,4.5,,,,1840,0.05
1843,4.0,25.0,40.533,141.533,3.0,,,,1840,0.03333333333333333
1843,4.0,25.0,41.783,140.733,1.0,,,,1840,0.011111111111111112
1843,4.0,25.0,43.283,145.567,3.0,,,,1840,0.03333333333333333
1843,4.0,25.0,42.95,144.08,3.5,,,,1840,0.03888888888888889
1843,4.0,25.0,42.967,144.367,4.5,,,,1840,0.05
1846,3.0,,39.417,141.95,2.0,,,,1840,0.022222222222222223
1846,3.0,,39.65,141.9667,1.8,,,,1840,0.02
1854,12.0,23.0,27.0939,142.195,4.5,,,,1850,0.05
1854,12.0,23.0,35.02,136.84,1.5,,,,1850,0.016666666666666666
1854,12.0,23.0,34.733,138.217,5.0,,,,1850,0.05555555555555555
1854,12.0,23.0,33.517,133.75,0.9,,,,1850,0.01
1854,12.0,23.0,34.88,139.08,10.5,11.0,267.0,,1850,0.11666666666666667
1854,12.0,23.0,34.683,137.617,5.0,,,,1850,0.05555555555555555
1854,12.0,23.0,34.2,136.333,10.0,,450.0,,1850,0.1111111111111111
1854,12.0,23.0,34.667,135.5,3.0,,,,1850,0.03333333333333333
1854,12.0,23.0,37.883,139.167,5.7,,112.0,,1850,0.06333333333333334
1854,12.0,23.0,34.667,138.95,10.0,85.0,816.0,,1850,0.1111111111111111
1854,12.0,23.0,34.683,138.2,5.0,,,,1850,0.05555555555555555
1854,12.0,23.0,34.483,136.817,21.0,74.0,,,1850,0.23333333333333334
1854,12.0,23.0,33.367,133.283,3.0,,,,1850,0.03333333333333333
1854,12.0,23.0,33.733,135.367,2.7,,,,1850,0.030000000000000002
1854,12.0,23.0,34.89,132.08,6.0,,,,1850,0.06666666666666667
1854,12.0,23.0,35.65,139.8,3.0,,,,1850,0.03333333333333333
1854,12.0,23.0,33.54,133.74,0.9,,,,1850,0.01
1854,12.0,24.0,33.45,133.45,8.5,,,,1850,0.09444444444444444
1854,12.0,24.0,33.95,133.43,5.0,13.0,2.0,,1850,0.05555555555555555
1854,12.0,24.0,34.667,138.783,6.1,,,,1850,0.06777777777777777
1854,12.0,24.0,33.59,133.55,28.0,111.0,,,1850,0.3111111111111111
1854,12.0,24.0,34.917,139.817,4.8,,5.0,,1850,0.05333333333333333
1854,12.0,24.0,33.452,133.45,8.5,15.0,,,1850,0.09444444444444444
1854,12.0,24.0,34.03,135.17,6.0,,,,1850,0.06666666666666667
1854,12.0,24.0,33.333,133.25,16.0,7.0,,,1850,0.17777777777777778
1854,12.0,24.0,27.0939,142.195,3.5,,,,1850,0.03888888888888889
1854,12.0,24.0,34.57,136.53,5.0,,,,1850,0.05555555555555555
1854,12.0,24.0,34.667,138.95,5.7,,,,1850,0.06333333333333334
1854,12.0,24.0,34.67,138.97,6.7,,,,1850,0.07444444444444445
1854,12.0,24.0,34.69,137.57,3.0,14.0,26.0,,1850,0.03333333333333333
1854,12.0,24.0,33.867,134.65,5.4,,,,1850,0.060000000000000005
1854,12.0,24.0,33.554,133.563,0.3,1.0,,,1850,0.003333333333333333
1855,11.0,7.0,34.62,137.11,3.0,,,,1850,0.03333333333333333
1855,11.0,7.0,34.48,136.71,2.0,,,,1850,0.022222222222222223
1855,11.0,7.0,40.16,141.78,1.2,,,,1850,0.013333333333333332
1855,11.0,7.0,,,3.0,,,,1850,0.03333333333333333
1855,11.0,7.0,34.083,136.2,1.8,,,,1850,0.02
1855,11.0,7.0,34.667,138.95,1.0,,,,1850,0.011111111111111112
1855,11.0,11.0,35.65,139.8,0.0,,,,1850,0.0
1856,8.0,23.0,40.533,141.533,3.5,,,,1850,0.03888888888888889
1856,8.0,23.0,41.783,140.733,3.0,,,,1850,0.03333333333333333
1856,8.0,23.0,39.267,141.883,3.0,,,,1850,0.03333333333333333
1856,8.0,23.0,38.9,141.57,1.7,,,,1850,0.01888888888888889
1856,8.0,23.0,39.65,141.983,3.5,,101.0,,1850,0.03888888888888889
1856,8.0,23.0,,,1.5,,,,1850,0.016666666666666666
1856,8.0,23.0,40.117,141.833,6.0,,,,1850,0.06666666666666667
1856,8.0,23.0,39.017,141.75,3.0,,,,1850,0.03333333333333333
1856,8.0,23.0,38.517,141.467,1.8,,,,1850,0.02
1856,8.0,23.0,41.9,141.0167,3.0,,,,1850,0.03333333333333333
1856,8.0,23.0,39.35,141.917,3.5,,,,1850,0.03888888888888889
1856,8.0,23.0,39.3,141.9,1.9,,,,1850,0.021111111111111112
1856,8.0,23.0,39.03,141.87,3.0,,,,1850,0.03333333333333333
1856,8.0,23.0,41.75,141.08,1.0,,,,1850,0.011111111111111112
1856,8.0,23.0,38.7333,141.55,5.0,,,,1850,0.05555555555555555
1856,8.0,23.0,39.42,142.0,5.0,,,,1850,0.05555555555555555
1856,8.0,23.0,41.816,140.639,1.2,,,,1850,0.013333333333333332
1856,8.0,23.0,41.933,140.95,1.8,,,,1850,0.02
1856,8.0,23.0,39.467,141.95,2.5,,,,1850,0.027777777777777776
1856,8.0,23.0,39.15,141.833,3.0,,,,1850,0.03333333333333333
1861,10.0,20.0,38.367,141.167,3.0,,,,1860,0.03333333333333333
1861,10.0,20.0,39.03,141.87,3.9,,,,1860,0.043333333333333335
1868,8.0,13.0,41.783,140.733,3.0,,,,1860,0.03333333333333333
1868,8.0,13.0,26.212222,127.679167,1.0,,,,1860,0.011111111111111112
1872,3.0,14.0,36.55,136.87,3.0,,,,1870,0.03333333333333333
1872,3.0,14.0,34.835,131.84,1.0,,,,1870,0.011111111111111112
1872,3.0,14.0,34.85,132.02,1.0,,,,1870,0.011111111111111112
1872,3.0,14.0,34.75,131.87,0.75,,,,1870,0.008333333333333333
1877,5.0,10.0,41.783,140.733,2.4,,,,1870,0.026666666666666665
1877,5.0,10.0,39.267,141.883,3.0,,,,1870,0.03333333333333333
1877,5.0,10.0,32.733,129.867,3.0,,,,1870,0.03333333333333333
1877,5.0,10.0,35.65,139.8,0.7,,,,1870,0.0077777777777777776
1877,5.0,10.0,33.75,133.5,2.0,,,,1870,0.022222222222222223
1893,6.0,4.0,44.0,143.0,2.5,,,,1890,0.027777777777777776
1894,3.0,22.0,43.033,144.85,2.0,,,,1890,0.022222222222222223
1894,3.0,22.0,41.783,140.733,0.5,,,,1890,0.005555555555555556
1894,3.0,22.0,43.283,145.567,1.5,,,,1890,0.016666666666666666
1894,3.0,22.0,39.267,141.883,1.4,,,,1890,0.015555555555555555
1894,3.0,22.0,38.9,141.57,1.0,,,,1890,0.011111111111111112
1894,3.0,22.0,42.967,144.367,1.0,,,,1890,0.011111111111111112
1894,3.0,22.0,39.65,141.983,4.0,,,,1890,0.044444444444444446
1894,3.0,22.0,39.017,141.75,1.5,,,,1890,0.016666666666666666
1894,3.0,22.0,39.35,141.917,1.0,,,,1890,0.011111111111111112
1894,3.0,22.0,,,3.0,,,,1890,0.03333333333333333
1894,3.0,22.0,39.76,141.97,1.4,,,,1890,0.015555555555555555
1894,3.0,22.0,41.08,141.42,1.0,,,,1890,0.011111111111111112
1894,3.0,22.0,39.467,141.95,1.0,,,,1890,0.011111111111111112
1894,3.0,22.0,43.35,145.583,1.5,,,,1890,0.016666666666666666
1894,3.0,22.0,38.3,141.5,0.3,,,,1890,0.003333333333333333
1896,1.0,9.0,38.3,141.5,0.25,,,,1890,0.002777777777777778
1896,6.0,15.0,35.167,139.617,0.07,,,,1890,0.0007777777777777778
1896,6.0,15.0,39.53,142.05,18.9,,,,1890,0.21
1896,6.0,15.0,38.3,141.5,1.2,,,,1890,0.013333333333333332
1896,6.0,15.0,42.02,143.12,3.0,,,,1890,0.03333333333333333
1896,6.0,15.0,32.433,131.667,0.07,,,,1890,0.0007777777777777778
1896,6.0,15.0,39.267,141.883,8.2,,,,1890,0.0911111111111111
1896,6.0,15.0,41.93,143.24,4.5,,,,1890,0.05
1896,6.0,15.0,39.21,141.87,17.4,,,,1890,0.19333333333333333
1896,6.0,15.0,33.467,135.783,0.07,,,,1890,0.0007777777777777778
1896,6.0,15.0,40.45,141.683,6.0,,,,1890,0.06666666666666667
1896,6.0,15.0,39.017,141.75,3.3,,,,1890,0.03666666666666667
1896,6.0,15.0,38.45,141.47,2.7,,,,1890,0.030000000000000002
1896,6.0,15.0,39.35,141.917,4.2,,,,1890,0.04666666666666667
1896,6.0,15.0,39.03,141.87,30.0,,,,1890,0.3333333333333333
1896,6.0,15.0,39.6,141.983,38.2,,,,1890,0.42444444444444446
1896,6.0,15.0,39.76,141.97,14.6,,,,1890,0.1622222222222222
1896,6.0,15.0,39.15,141.833,26.1,,,,1890,0.29000000000000004
1896,6.0,15.0,27.186,142.19,1.2,,,,1890,0.013333333333333332
1896,6.0,15.0,44.433,143.228,3.6,,,,1890,0.04
