Year,Mo,Dy,Latitude,Longitude,Max Water Height (m),Deaths,Houses Destroyed,Damage $Mil,Decade,Normalized Max Water Height
2011,3.0,11.0,38.694278,141.425611,9.26,,,,2010,0.10288888888888889
2011,3.0,11.0,38.456417,141.494472,9.38,,,,2010,0.10422222222222223
2011,3.0,11.0,38.383525,141.434375,7.98,,,,2010,0.08866666666666667
2011,3.0,11.0,38.298333,141.506917,7.98,,,,2010,0.08866666666666667
2011,3.0,11.0,38.364389,141.436167,8.0,,,,2010,0.08888888888888889
2011,3.0,11.0,38.100694,140.929194,8.02,,,,2010,0.08911111111111111
2011,3.0,11.0,39.729778,141.961389,8.05,,,,2010,0.08944444444444445
2011,3.0,11.0,38.319972,141.469639,8.08,,,,2010,0.08977777777777778
2011,3.0,11.0,38.333944,141.474833,8.08,,,,2010,0.08977777777777778
2011,3.0,11.0,38.377319,141.4476,8.09,,,,2010,0.0898888888888889
2011,3.0,11.0,38.901944,141.574528,8.1,,,,2010,0.09
2011,3.0,11.0,37.9066,140.922572,8.1,,,,2010,0.09
2011,3.0,11.0,37.829444,140.961667,8.1,,,,2010,0.09
2011,3.0,11.0,37.830686,140.960608,8.11,,,,2010,0.0901111111111111
2011,3.0,11.0,37.938111,140.895,8.13,,,,2010,0.09033333333333335
2011,3.0,11.0,37.904056,140.918583,8.14,,,,2010,0.09044444444444445
2011,3.0,11.0,38.909889,141.583833,8.16,,,,2010,0.09066666666666667
2011,3.0,11.0,39.64575,141.968111,8.16,,,,2010,0.09066666666666667
2011,3.0,11.0,39.451444,141.961639,8.19,,,,2010,0.091
2011,3.0,11.0,40.355139,141.753361,8.19,,,,2010,0.091
2011,3.0,11.0,39.047194,141.795694,8.2,,,,2010,0.0911111111111111
2011,3.0,11.0,39.445664,141.947497,8.22,,,,2010,0.09133333333333334
2011,3.0,11.0,40.053694,141.843778,8.23,,,,2010,0.09144444444444445
2011,3.0,11.0,38.2544,141.008197,8.24,,,,2010,0.09155555555555556
2011,3.0,11.0,38.867583,141.576889,8.29,,,,2010,0.0921111111111111
2011,3.0,11.0,40.219319,141.815078,8.3,,,,2010,0.09222222222222223
2011,3.0,11.0,38.094667,140.928194,8.33,,,,2010,0.09255555555555556
2011,3.0,11.0,39.576113,141.944847,8.34,,,,2010,0.09266666666666666
2011,3.0,11.0,38.296528,141.510167,8.37,,,,2010,0.09299999999999999
2011,3.0,11.0,38.255639,141.494167,8.4,,,,2010,0.09333333333333334
2011,3.0,11.0,39.6394,141.972117,8.43,,,,2010,0.09366666666666666
2011,3.0,11.0,38.174528,140.956694,8.47,,,,2010,0.09411111111111112
2011,3.0,11.0,39.471697,141.95417,8.5,,,,2010,0.09444444444444444
2011,3.0,11.0,37.004778,140.977417,8.5,,,,2010,0.09444444444444444
2011,3.0,11.0,38.335667,141.164694,8.51,,,,2010,0.09455555555555556
2011,3.0,11.0,38.100806,140.929972,8.54,,,,2010,0.09488888888888888
2011,3.0,11.0,36.986212,140.968189,8.57,,,,2010,0.09522222222222222
2011,3.0,11.0,36.984746,140.966265,8.58,,,,2010,0.09533333333333334
2011,3.0,11.0,38.276306,141.463389,8.58,,,,2010,0.09533333333333334
2011,3.0,11.0,39.062694,141.722806,8.6,,,,2010,0.09555555555555555
2011,3.0,11.0,37.9665,140.885917,3.87,,,,2010,0.043000000000000003
2011,3.0,11.0,38.073583,140.914444,3.87,,,,2010,0.043000000000000003
2011,3.0,11.0,38.336722,141.14325,3.88,,,,2010,0.04311111111111111
2011,3.0,11.0,38.323167,141.025417,3.91,,,,2010,0.043444444444444445
2011,3.0,11.0,38.422306,141.2635,3.91,,,,2010,0.043444444444444445
2011,3.0,11.0,38.056028,140.9135,3.91,,,,2010,0.043444444444444445
2011,3.0,11.0,40.528083,141.527472,3.92,,,,2010,0.043555555555555556
2011,3.0,11.0,38.254611,140.987361,3.92,,,,2010,0.043555555555555556
2011,3.0,11.0,38.068944,140.916417,3.93,,,,2010,0.043666666666666666
2011,3.0,11.0,35.697557,140.854164,3.95,,,,2010,0.043888888888888894
2011,3.0,11.0,38.417944,141.244139,3.95,,,,2010,0.043888888888888894
2011,3.0,11.0,36.342258,140.602601,3.95,,,,2010,0.043888888888888894
2011,3.0,11.0,38.179306,140.944722,3.95,,,,2010,0.043888888888888894
2011,3.0,11.0,35.3285,140.401194,3.96,,,,2010,0.044
2011,3.0,11.0,36.742361,140.729,3.96,,,,2010,0.044
2011,3.0,11.0,38.262611,140.997194,3.97,,,,2010,0.044111111111111115
2011,3.0,11.0,38.518667,141.406056,3.97,,,,2010,0.044111111111111115
2011,3.0,11.0,38.047417,140.905972,3.97,,,,2010,0.044111111111111115
2011,3.0,11.0,38.218972,140.960083,3.99,,,,2010,0.044333333333333336
2011,3.0,11.0,38.284778,140.999472,3.99,,,,2010,0.044333333333333336
2011,3.0,11.0,37.967667,140.891139,4.0,,,,2010,0.044444444444444446
2011,3.0,11.0,38.288278,141.037889,4.01,,,,2010,0.04455555555555556
2011,3.0,11.0,38.225222,140.96925,4.01,,,,2010,0.04455555555555556
2011,3.0,11.0,35.5401,140.455169,4.01,,,,2010,0.04455555555555556
2011,3.0,11.0,35.411944,140.394139,4.01,,,,2010,0.04455555555555556
2011,3.0,11.0,38.838806,141.589222,4.01,,,,2010,0.04455555555555556
2011,3.0,11.0,38.242944,140.987028,4.01,,,,2010,0.04455555555555556
2011,3.0,11.0,38.911278,141.579028,4.03,,,,2010,0.04477777777777778
2011,3.0,11.0,38.19875,140.949306,4.03,,,,2010,0.04477777777777778
2011,3.0,11.0,38.228806,140.965667,4.04,,,,2010,0.04488888888888889
2011,3.0,11.0,38.369583,141.139722,4.04,,,,2010,0.04488888888888889
2011,3.0,11.0,36.932119,140.879635,4.05,,,,2010,0.045
2011,3.0,11.0,38.177778,140.924889,4.06,,,,2010,0.04511111111111111
2011,3.0,11.0,38.369028,141.139139,4.06,,,,2010,0.04511111111111111
2011,3.0,11.0,36.578167,140.657417,4.06,,,,2010,0.04511111111111111
2011,3.0,11.0,36.34426,140.603642,4.06,,,,2010,0.04511111111111111
2011,3.0,11.0,39.265,141.891944,11.48,,,,2010,0.12755555555555556
2011,3.0,11.0,38.784389,141.498972,11.53,,,,2010,0.1281111111111111
2011,3.0,11.0,38.456639,141.519833,11.57,,,,2010,0.12855555555555556
2011,3.0,11.0,37.915056,140.909389,11.62,,,,2010,0.1291111111111111
2011,3.0,11.0,40.167861,141.848417,11.72,,,,2010,0.13022222222222224
2011,3.0,11.0,37.927944,140.897889,11.78,,,,2010,0.1308888888888889
2011,3.0,11.0,38.90175,141.631861,11.84,,,,2010,0.13155555555555556
2011,3.0,11.0,39.207111,141.886222,11.97,,,,2010,0.133
2011,3.0,11.0,39.107028,141.830361,12.03,,,,2010,0.13366666666666666
2011,3.0,11.0,37.9145,140.905028,12.06,,,,2010,0.134
2011,3.0,11.0,39.1095,141.829778,12.12,,,,2010,0.13466666666666666
2011,3.0,11.0,38.283453,141.060214,12.21,,,,2010,0.13566666666666669
2011,3.0,11.0,39.583384,141.957901,12.33,,,,2010,0.137
2011,3.0,11.0,38.406333,141.491778,12.38,,,,2010,0.13755555555555557
2011,3.0,11.0,38.812083,141.575222,12.44,,,,2010,0.13822222222222222
2011,3.0,11.0,39.190611,141.866472,12.56,,,,2010,0.13955555555555557
2011,3.0,11.0,38.442194,141.478222,12.58,,,,2010,0.13977777777777778
2011,3.0,11.0,38.407861,141.500083,12.72,,,,2010,0.14133333333333334
2011,3.0,11.0,38.640889,141.485361,12.75,,,,2010,0.14166666666666666
2011,3.0,11.0,39.028194,141.782306,12.86,,,,2010,0.14288888888888887
2011,3.0,11.0,38.465667,141.474178,12.89,,,,2010,0.14322222222222222
2011,3.0,11.0,39.573577,142.02333,12.96,,,,2010,0.14400000000000002
2011,3.0,11.0,38.862056,141.669833,13.04,,,,2010,0.14488888888888887
2011,3.0,11.0,38.720806,141.514972,13.1,,,,2010,0.14555555555555555
2011,3.0,11.0,38.981917,141.667667,13.24,,,,2010,0.1471111111111111
2011,3.0,11.0,38.9931,141.728883,13.3,,,,2010,0.14777777777777779
2011,3.0,11.0,38.446028,141.444,13.36,,,,2010,0.14844444444444443
2011,3.0,11.0,38.863167,141.607944,13.43,,,,2010,0.14922222222222223
2011,3.0,11.0,39.209583,141.895222,13.44,,,,2010,0.14933333333333332
2011,3.0,11.0,38.675611,141.445389,13.62,,,,2010,0.15133333333333332
2011,3.0,11.0,39.097528,141.862111,13.74,,,,2010,0.15266666666666667
2011,3.0,11.0,38.26075,141.015,13.87,,,,2010,0.15411111111111112
2011,3.0,11.0,38.9935,141.67864,14.01,,,,2010,0.15566666666666668
2011,3.0,11.0,39.02225,141.619556,14.1,,,,2010,0.15666666666666668
2011,3.0,11.0,39.160611,141.894194,14.12,,,,2010,0.15688888888888888
2011,3.0,11.0,38.677778,141.446833,14.16,,,,2010,0.15733333333333333
2011,3.0,11.0,38.328767,141.525906,14.2,,,,2010,0.15777777777777777
2011,3.0,11.0,39.142944,141.841806,14.26,,,,2010,0.15844444444444444
2011,3.0,11.0,38.736306,141.540889,9.49,,,,2010,0.10544444444444445
2011,3.0,11.0,37.916417,140.918389,9.55,,,,2010,0.10611111111111111
2011,3.0,11.0,38.169306,140.957111,9.7,,,,2010,0.10777777777777776
2011,3.0,11.0,40.182722,141.803472,9.99,,,,2010,0.111
2011,3.0,11.0,35.835861,140.763556,10.1,,,,2010,0.11222222222222222
2011,3.0,11.0,38.690722,141.4895,10.17,,,,2010,0.113
2011,3.0,11.0,38.408528,141.257278,10.3,,,,2010,0.11444444444444445
2011,3.0,11.0,37.908028,140.913972,10.37,,,,2010,0.11522222222222221
2011,3.0,11.0,38.051472,140.920917,10.86,,,,2010,0.12066666666666666
2011,3.0,11.0,38.218722,140.985583,10.93,,,,2010,0.12144444444444444
2011,3.0,11.0,38.695639,141.480444,11.3,,,,2010,0.12555555555555556
2011,3.0,11.0,38.859972,141.620889,11.62,,,,2010,0.1291111111111111
2011,3.0,11.0,38.835861,141.620944,11.69,,,,2010,0.1298888888888889
2011,3.0,11.0,38.764361,141.502611,11.96,,,,2010,0.1328888888888889
2011,3.0,11.0,38.952111,141.725,12.18,,,,2010,0.13533333333333333
2011,3.0,11.0,38.052667,140.920833,12.2,,,,2010,0.13555555555555554
2011,3.0,11.0,38.545611,141.426306,12.3,,,,2010,0.1366666666666667
2011,3.0,11.0,39.002347,141.661694,12.4,,,,2010,0.13777777777777778
2011,3.0,11.0,38.284136,141.062372,12.42,,,,2010,0.138
2011,3.0,11.0,38.052806,140.91975,12.94,,,,2010,0.14377777777777778
2011,3.0,11.0,37.916583,140.918128,12.98,,,,2010,0.14422222222222222
2011,3.0,11.0,38.583,141.464972,13.4,,,,2010,0.1488888888888889
2011,3.0,11.0,38.992528,141.622944,13.5,,,,2010,0.15
2011,3.0,11.0,38.873583,141.576111,13.77,,,,2010,0.153
2011,3.0,11.0,39.001232,141.660012,14.2,,,,2010,0.15777777777777777
2011,3.0,11.0,39.077376,141.821039,14.44,,,,2010,0.16044444444444445
2011,3.0,11.0,38.756028,141.518389,14.5,,,,2010,0.16111111111111112
2011,3.0,11.0,38.699278,141.558722,14.76,,,,2010,0.164
2011,3.0,11.0,38.839667,141.588889,14.84,,,,2010,0.1648888888888889
2011,3.0,11.0,38.51265,141.462081,14.97,,,,2010,0.16633333333333333
2011,3.0,11.0,38.633083,141.454861,15.09,,,,2010,0.16766666666666666
2011,3.0,11.0,39.006725,141.655355,15.3,,,,2010,0.17
2011,3.0,11.0,38.349611,141.440944,15.38,,,,2010,0.1708888888888889
2011,3.0,11.0,38.767139,141.503389,15.91,,,,2010,0.17677777777777778
2011,3.0,11.0,38.727028,141.554639,16.36,,,,2010,0.18177777777777776
2011,3.0,11.0,39.936097,141.93167,16.58,,,,2010,0.1842222222222222
2011,3.0,11.0,40.10375,141.825306,16.88,,,,2010,0.18755555555555553
2011,3.0,11.0,39.034995,141.767741,16.98,,,,2010,0.18866666666666668
2011,3.0,11.0,38.197139,140.966,17.5,,,,2010,0.19444444444444445
2011,3.0,11.0,37.970931,140.911856,8.6,,,,2010,0.09555555555555555
2011,3.0,11.0,38.864361,141.613944,8.62,,,,2010,0.09577777777777777
2011,3.0,11.0,39.362806,141.905306,8.64,,,,2010,0.096
2011,3.0,11.0,39.273611,141.888861,8.64,,,,2010,0.096
2011,3.0,11.0,40.192592,141.793694,8.67,,,,2010,0.09633333333333333
2011,3.0,11.0,39.738972,141.970222,8.67,,,,2010,0.09633333333333333
2011,3.0,11.0,39.6405,141.967069,8.69,,,,2010,0.09655555555555555
2011,3.0,11.0,38.296583,141.510139,8.71,,,,2010,0.09677777777777778
2011,3.0,11.0,39.056083,141.722806,8.71,,,,2010,0.09677777777777778
2011,3.0,11.0,39.579157,141.95282,8.73,,,,2010,0.097
2011,3.0,11.0,38.374528,141.458764,8.75,,,,2010,0.09722222222222222
2011,3.0,11.0,39.736694,141.970667,8.81,,,,2010,0.0978888888888889
2011,3.0,11.0,38.846194,141.613833,8.82,,,,2010,0.098
2011,3.0,11.0,38.0975,140.928889,8.86,,,,2010,0.09844444444444443
2011,3.0,11.0,38.117158,140.931592,8.9,,,,2010,0.09888888888888889
2011,3.0,11.0,39.736139,141.970833,8.9,,,,2010,0.09888888888888889
2011,3.0,11.0,38.841028,141.617778,8.9,,,,2010,0.09888888888888889
2011,3.0,11.0,39.447506,141.951987,9.01,,,,2010,0.10011111111111111
2011,3.0,11.0,38.913139,141.646111,9.03,,,,2010,0.10033333333333333
2011,3.0,11.0,38.883472,141.605056,9.04,,,,2010,0.10044444444444443
2011,3.0,11.0,38.218833,140.984639,9.06,,,,2010,0.10066666666666667
2011,3.0,11.0,39.273806,141.888681,9.07,,,,2010,0.10077777777777779
2011,3.0,11.0,38.901944,141.574528,9.08,,,,2010,0.10088888888888889
2011,3.0,11.0,38.8685,141.581917,9.11,,,,2010,0.10122222222222221
2011,3.0,11.0,38.32525,141.154917,9.13,,,,2010,0.10144444444444445
2011,3.0,11.0,40.009528,141.904889,9.14,,,,2010,0.10155555555555557
2011,3.0,11.0,39.661959,141.968545,9.15,,,,2010,0.10166666666666667
2011,3.0,11.0,38.678278,141.484611,9.16,,,,2010,0.10177777777777777
2011,3.0,11.0,40.503967,141.61735,9.19,,,,2010,0.10211111111111111
2011,3.0,11.0,37.908222,140.921167,9.2,,,,2010,0.10222222222222221
2011,3.0,11.0,39.576809,141.950358,9.24,,,,2010,0.10266666666666667
2011,3.0,11.0,39.06875,141.721556,9.25,,,,2010,0.10277777777777777
2011,3.0,11.0,38.383361,141.42825,9.27,,,,2010,0.103
2011,3.0,11.0,39.268611,141.910833,9.37,,,,2010,0.1041111111111111
2011,3.0,11.0,38.382528,141.426222,9.4,,,,2010,0.10444444444444445
2011,3.0,11.0,39.046972,141.595083,9.4,,,,2010,0.10444444444444445
2011,3.0,11.0,39.245833,141.892778,9.48,,,,2010,0.10533333333333333
2011,3.0,11.0,39.635192,141.966967,9.52,,,,2010,0.10577777777777778
2011,3.0,11.0,38.394056,141.185833,4.08,,,,2010,0.04533333333333334
2011,3.0,11.0,38.200194,140.943167,4.08,,,,2010,0.04533333333333334
2011,3.0,11.0,38.20175,140.950833,4.09,,,,2010,0.04544444444444444
2011,3.0,11.0,38.202111,140.9465,4.09,,,,2010,0.04544444444444444
2011,3.0,11.0,38.887583,141.557167,4.09,,,,2010,0.04544444444444444
2011,3.0,11.0,41.996083,143.163667,4.1,,,,2010,0.04555555555555555
2011,3.0,11.0,38.2476,141.004067,4.1,,,,2010,0.04555555555555555
2011,3.0,11.0,42.035983,143.2901,4.11,,,,2010,0.04566666666666667
2011,3.0,11.0,37.968889,140.901167,4.13,,,,2010,0.04588888888888889
2011,3.0,11.0,38.042189,140.909625,4.15,,,,2010,0.04611111111111112
2011,3.0,11.0,38.897833,141.570306,4.15,,,,2010,0.04611111111111112
2011,3.0,11.0,38.255167,140.99025,4.16,,,,2010,0.04622222222222223
2011,3.0,11.0,38.369417,141.148611,4.16,,,,2010,0.04622222222222223
2011,3.0,11.0,39.620587,141.959267,4.17,,,,2010,0.04633333333333333
2011,3.0,11.0,37.986222,140.892917,4.17,,,,2010,0.04633333333333333
2011,3.0,11.0,36.915109,140.793048,4.18,,,,2010,0.04644444444444444
2011,3.0,11.0,36.901789,140.806425,4.18,,,,2010,0.04644444444444444
2011,3.0,11.0,38.335556,141.117667,4.2,,,,2010,0.04666666666666667
2011,3.0,11.0,37.994278,140.893306,4.2,,,,2010,0.04666666666666667
2011,3.0,11.0,43.28597,145.574061,4.2,,,,2010,0.04666666666666667
2011,3.0,11.0,38.420583,141.2675,4.2,,,,2010,0.04666666666666667
2011,3.0,11.0,37.011079,140.975736,4.22,,,,2010,0.04688888888888888
2011,3.0,11.0,38.361389,141.138111,4.23,,,,2010,0.04700000000000001
2011,3.0,11.0,38.318642,141.026442,4.23,,,,2010,0.04700000000000001
2011,3.0,11.0,38.4225,141.336583,4.23,,,,2010,0.04700000000000001
2011,3.0,11.0,42.682333,143.638733,4.23,,,,2010,0.04700000000000001
2011,3.0,11.0,38.213944,140.973611,4.24,,,,2010,0.04711111111111111
2011,3.0,11.0,36.944863,140.905873,4.25,,,,2010,0.04722222222222222
2011,3.0,11.0,38.228722,140.97175,4.26,,,,2010,0.04733333333333333
2011,3.0,11.0,38.402194,141.196278,4.26,,,,2010,0.04733333333333333
2011,3.0,11.0,42.476391,143.431089,4.27,,,,2010,0.04744444444444444
2011,3.0,11.0,42.680139,143.641444,4.29,,,,2010,0.04766666666666667
2011,3.0,11.0,38.153611,140.937306,4.3,,,,2010,0.04777777777777777
2011,3.0,11.0,36.443843,140.607409,4.31,,,,2010,0.047888888888888884
2011,3.0,11.0,37.975444,140.90325,4.31,,,,2010,0.047888888888888884
2011,3.0,11.0,42.682333,143.638733,4.31,,,,2010,0.047888888888888884
2011,3.0,11.0,42.225073,143.318034,4.32,,,,2010,0.048
2011,3.0,11.0,38.711472,141.544083,14.37,,,,2010,0.15966666666666665
2011,3.0,11.0,37.754444,140.985583,14.49,,,,2010,0.161
2011,3.0,11.0,39.009694,141.644278,14.55,,,,2010,0.16166666666666668
2011,3.0,11.0,38.81425,141.567083,14.56,,,,2010,0.16177777777777777
2011,3.0,11.0,38.693361,141.506917,14.67,,,,2010,0.163
2011,3.0,11.0,38.908667,141.648444,14.74,,,,2010,0.16377777777777777
2011,3.0,11.0,38.505056,141.486917,14.78,,,,2010,0.16422222222222221
2011,3.0,11.0,38.6475,141.436778,14.89,,,,2010,0.16544444444444445
2011,3.0,11.0,38.443194,141.447472,15.0,,,,2010,0.16666666666666666
2011,3.0,11.0,38.510028,141.460089,15.03,,,,2010,0.16699999999999998
2011,3.0,11.0,38.45625,141.445583,15.1,,,,2010,0.16777777777777778
2011,3.0,11.0,38.465556,141.474139,15.22,,,,2010,0.16911111111111113
2011,3.0,11.0,39.006795,141.614677,15.24,,,,2010,0.16933333333333334
2011,3.0,11.0,38.606861,141.490972,15.25,,,,2010,0.16944444444444445
2011,3.0,11.0,39.155556,141.8455,15.37,,,,2010,0.17077777777777778
2011,3.0,11.0,39.0085,141.630944,15.4,,,,2010,0.1711111111111111
2011,3.0,11.0,39.021472,141.627278,15.43,,,,2010,0.17144444444444445
2011,3.0,11.0,38.398917,141.481889,15.62,,,,2010,0.17355555555555555
2011,3.0,11.0,38.678944,141.448333,15.64,,,,2010,0.17377777777777778
2011,3.0,11.0,39.019917,141.632472,15.7,,,,2010,0.17444444444444443
2011,3.0,11.0,38.680639,141.487833,15.75,,,,2010,0.175
2011,3.0,11.0,38.380972,141.486469,15.8,,,,2010,0.17555555555555558
2011,3.0,11.0,39.106722,141.811278,15.87,,,,2010,0.17633333333333331
2011,3.0,11.0,39.245,141.939417,15.95,,,,2010,0.17722222222222223
2011,3.0,11.0,38.6875,141.457194,16.01,,,,2010,0.1778888888888889
2011,3.0,11.0,38.716722,141.518833,16.06,,,,2010,0.17844444444444443
2011,3.0,11.0,38.828222,141.569806,16.13,,,,2010,0.1792222222222222
2011,3.0,11.0,38.82675,141.580306,16.22,,,,2010,0.1802222222222222
2011,3.0,11.0,39.076083,141.8185,16.27,,,,2010,0.18077777777777776
2011,3.0,11.0,38.877111,141.576667,16.28,,,,2010,0.1808888888888889
2011,3.0,11.0,38.640667,141.453917,16.35,,,,2010,0.18166666666666667
2011,3.0,11.0,40.132811,141.8439,16.43,,,,2010,0.18255555555555555
2011,3.0,11.0,39.737889,141.976111,16.6,,,,2010,0.18444444444444447
2011,3.0,11.0,38.441406,141.446492,16.67,,,,2010,0.18522222222222223
2011,3.0,11.0,38.987611,141.701361,16.8,,,,2010,0.18666666666666668
2011,3.0,11.0,38.600528,141.499333,16.95,,,,2010,0.18833333333333332
2011,3.0,11.0,38.765167,141.496722,17.23,,,,2010,0.19144444444444444
2011,3.0,11.0,39.209667,141.886361,17.37,,,,2010,0.193
2011,3.0,11.0,40.103694,141.825361,18.08,,,,2010,0.20088888888888887
2011,3.0,11.0,38.685972,141.455111,18.3,,,,2010,0.20333333333333334
2011,3.0,11.0,38.813972,141.559611,19.04,,,,2010,0.21155555555555555
2011,3.0,11.0,40.103639,141.82525,19.08,,,,2010,0.212
2011,3.0,11.0,39.8525,141.969111,19.53,,,,2010,0.21700000000000003
2011,3.0,11.0,38.793417,141.527389,19.86,,,,2010,0.22066666666666665
2011,3.0,11.0,39.84625,141.973361,20.43,,,,2010,0.227
2011,3.0,11.0,38.439278,141.527389,21.21,,,,2010,0.23566666666666666
2011,3.0,11.0,38.44875,141.443583,22.28,,,,2010,0.24755555555555556
2011,3.0,11.0,38.74575,141.527083,22.93,,,,2010,0.25477777777777777
2011,3.0,11.0,38.400417,141.595528,23.64,,,,2010,0.26266666666666666
2011,3.0,11.0,39.828722,141.982528,25.14,,,,2010,0.2793333333333333
2011,3.0,11.0,38.454917,141.519444,29.97,,,,2010,0.33299999999999996
2011,3.0,11.0,38.754694,141.527611,36.29,,,,2010,0.4032222222222222
2011,3.0,11.0,35.20125,139.677083,0.84,,,,2010,0.009333333333333332
2011,3.0,11.0,35.270361,139.687167,1.28,,,,2010,0.014222222222222223
2011,3.0,11.0,33.329444,133.233056,1.64,,,,2010,0.01822222222222222
2011,3.0,11.0,39.890911,141.954556,0.0,,,,2010,0.0
2011,3.0,11.0,38.45098,141.315515,0.2,,,,2010,0.0022222222222222222
2011,3.0,11.0,38.375936,141.068044,1.11,,,,2010,0.012333333333333335
2011,3.0,11.0,38.433623,141.382834,1.28,,,,2010,0.014222222222222223
2011,3.0,11.0,35.597542,140.505325,1.45,,,,2010,0.01611111111111111
2011,3.0,11.0,42.324423,142.372255,1.62,,,,2010,0.018000000000000002
2011,3.0,11.0,35.306494,139.813528,2.17,,,,2010,0.02411111111111111
2011,3.0,11.0,42.512716,140.780344,2.43,,,,2010,0.027000000000000003
2011,3.0,11.0,42.130886,142.937444,2.76,,,,2010,0.030666666666666665
2011,3.0,11.0,42.135044,142.907425,2.9,,,,2010,0.03222222222222222
2011,3.0,11.0,42.919917,144.003217,2.98,,,,2010,0.03311111111111111
2011,3.0,11.0,35.741139,140.864083,3.12,,,,2010,0.034666666666666665
2011,3.0,11.0,38.264934,140.973812,3.18,,,,2010,0.035333333333333335
2011,3.0,11.0,42.953317,144.086799,3.33,,,,2010,0.037
2011,3.0,11.0,38.429149,141.304368,3.88,,,,2010,0.04311111111111111
2011,3.0,11.0,42.992333,144.19935,4.0,,,,2010,0.044444444444444446
2011,3.0,11.0,42.162046,142.773674,4.31,,,,2010,0.047888888888888884
2011,3.0,11.0,39.083278,141.709083,5.32,,,,2010,0.059111111111111114
2011,3.0,11.0,38.343801,141.152645,5.74,,,,2010,0.06377777777777778
2011,3.0,11.0,38.364806,141.155611,6.3,,,,2010,0.06999999999999999
2011,3.0,11.0,38.902421,141.574919,6.53,,,,2010,0.07255555555555555
2011,3.0,11.0,37.92825,140.912583,7.09,,,,2010,0.07877777777777778
2011,3.0,11.0,38.290026,141.044486,3.9,,,,2010,0.043333333333333335
2011,3.0,11.0,38.328522,141.155501,7.48,,,,2010,0.08311111111111112
2011,3.0,11.0,39.532306,142.031428,30.03,,,,2010,0.33366666666666667
2011,3.0,11.0,40.111778,141.818139,7.43,,,,2010,0.08255555555555555
2011,3.0,11.0,38.907083,141.576639,4.91,,,,2010,0.05455555555555556
2011,3.0,11.0,39.244611,141.939694,11.35,,,,2010,0.12611111111111112
2011,3.0,11.0,38.134944,140.941056,9.29,,,,2010,0.10322222222222222
2011,3.0,11.0,39.836639,141.979167,28.97,,,,2010,0.3218888888888889
2011,3.0,11.0,38.124028,140.902083,2.53,,,,2010,0.028111111111111108
2011,3.0,11.0,38.891333,141.565028,3.36,,,,2010,0.03733333333333333
2011,3.0,11.0,38.262389,141.000806,6.03,,,,2010,0.067
2011,3.0,11.0,39.58556,141.958719,12.4,,,,2010,0.13777777777777778
2011,3.0,11.0,40.110389,141.826111,15.05,,,,2010,0.16722222222222222
2011,3.0,11.0,39.013611,141.720694,8.51,,,,2010,0.09455555555555556
2011,3.0,11.0,39.041861,141.737167,9.08,,,,2010,0.10088888888888889
2011,3.0,11.0,39.055028,141.721806,10.06,,,,2010,0.11177777777777778
2011,3.0,11.0,39.066583,141.740167,10.48,,,,2010,0.11644444444444445
2011,3.0,11.0,39.063639,141.718028,10.59,,,,2010,0.11766666666666667
2011,3.0,11.0,39.068861,141.723556,10.62,,,,2010,0.118
2011,3.0,11.0,39.020861,141.754583,12.22,,,,2010,0.13577777777777778
2011,3.0,11.0,39.061944,141.725167,7.88,,,,2010,0.08755555555555555
2011,3.0,11.0,39.037611,141.737444,8.07,,,,2010,0.08966666666666667
2011,3.0,11.0,39.037611,141.737444,8.09,,,,2010,0.0898888888888889
2011,3.0,11.0,39.033306,141.733861,8.34,,,,2010,0.09266666666666666
2011,3.0,11.0,39.043333,141.734917,8.39,,,,2010,0.09322222222222223
2011,3.0,11.0,39.029667,141.737111,8.78,,,,2010,0.09755555555555555
2011,3.0,11.0,39.094222,141.708778,8.82,,,,2010,0.098
2011,3.0,11.0,39.019194,141.718167,9.16,,,,2010,0.10177777777777777
2011,3.0,11.0,39.054528,141.721472,9.28,,,,2010,0.1031111111111111
2011,3.0,11.0,39.053417,141.737028,9.37,,,,2010,0.1041111111111111
2011,3.0,11.0,39.049861,141.740528,9.39,,,,2010,0.10433333333333333
2011,3.0,11.0,39.054139,141.721333,9.42,,,,2010,0.10466666666666667
2011,3.0,11.0,36.961098,140.939161,4.34,,,,2010,0.04822222222222222
2011,3.0,11.0,42.127796,142.913158,4.35,,,,2010,0.04833333333333333
2011,3.0,11.0,38.420472,141.265639,4.35,,,,2010,0.04833333333333333
2011,3.0,11.0,38.406972,141.236861,4.35,,,,2010,0.04833333333333333
2011,3.0,11.0,38.287556,141.025222,4.39,,,,2010,0.048777777777777774
2011,3.0,11.0,36.937972,140.891083,4.42,,,,2010,0.04911111111111111
2011,3.0,11.0,37.06653,140.975325,4.43,,,,2010,0.049222222222222216
2011,3.0,11.0,37.907917,140.914861,4.44,,,,2010,0.04933333333333334
2011,3.0,11.0,38.261472,140.993861,4.44,,,,2010,0.04933333333333334
2011,3.0,11.0,40.5385,141.525833,4.45,,,,2010,0.049444444444444444
2011,3.0,11.0,36.97193,140.960957,4.47,,,,2010,0.049666666666666665
2011,3.0,11.0,35.938333,140.699389,4.47,,,,2010,0.049666666666666665
2011,3.0,11.0,38.257056,140.988528,4.47,,,,2010,0.049666666666666665
2011,3.0,11.0,36.546667,140.644333,4.48,,,,2010,0.04977777777777778
2011,3.0,11.0,38.42075,141.26325,4.48,,,,2010,0.04977777777777778
2011,3.0,11.0,36.939,140.89175,4.5,,,,2010,0.05
